사고 발생 건수,행정동,기간,강수일수,안개일수,눈일수,강수량(mm),가중교통량,신호기,유동인구,면적
3,용담1동,202012,6,0,5,29.5,301.47,13.0,251540.84,0.61
6,용담2동,201801,18,0,12,58.0,652.64,16.0,561818.26,4.93
10,용담2동,201802,11,0,8,86.6,652.64,16.0,548941.14,4.93
9,용담2동,201803,10,2,0,118.0,652.64,16.0,518240.45,4.93
11,용담2동,201804,8,0,1,112.5,652.64,16.0,561756.13,4.93
14,용담2동,201805,12,4,0,98.8,652.64,16.0,561147.03,4.93
17,용담2동,201806,12,0,0,211.1,652.64,16.0,557464.4,4.93
22,용담2동,201807,6,0,0,48.7,652.64,16.0,578837.48,4.93
10,용담2동,201808,10,0,0,376.5,652.64,16.0,605504.26,4.93
11,용담2동,201809,13,0,0,187.7,652.64,16.0,564470.53,4.93
13,용담2동,201810,6,0,0,347.0,652.64,16.0,563921.26,4.93
13,용담2동,201811,6,0,0,28.6,652.64,16.0,553849.9,4.93
11,용담2동,201812,13,0,5,96.0,652.64,16.0,536824.35,4.93
18,용담2동,201901,5,0,1,24.2,1093.14,16.0,567563.0,4.93
14,용담2동,201902,7,0,3,37.9,1093.14,16.0,593423.64,4.93
20,용담2동,201903,9,0,0,55.5,1093.14,16.0,554934.87,4.93
15,용담2동,201904,8,1,0,46.4,1093.14,16.0,587381.9,4.93
15,용담2동,201905,5,0,0,42.8,1093.14,16.0,621634.1,4.93
15,용담2동,201906,8,0,0,145.8,1093.14,16.0,615689.37,4.93
14,용담2동,201907,13,1,0,510.1,1093.14,16.0,613832.71,4.93
10,용담2동,201908,12,0,0,242.3,1093.14,16.0,622414.1,4.93
17,용담2동,201909,17,1,0,610.6,1093.14,16.0,570836.03,4.93
16,용담2동,201910,9,0,0,188.6,1093.14,16.0,605659.71,4.93
13,용담2동,201911,7,0,0,27.5,1093.14,16.0,594737.33,4.93
8,용담2동,201912,7,0,1,48.2,1093.14,16.0,591693.13,4.93
7,용담2동,202001,10,0,0,116.7,1858.95,16.0,616679.55,4.93
8,용담2동,202002,10,0,4,29.8,1858.95,16.0,477290.45,4.93
4,용담2동,202003,8,1,0,81.6,1858.95,16.0,451689.03,4.93
6,용담2동,202004,6,0,0,82.3,1858.95,16.0,446986.7,4.93
10,용담2동,202005,9,6,0,20.6,1858.95,16.0,496367.87,4.93
12,용담2동,202006,12,5,0,221.5,1858.95,16.0,534995.37,4.93
14,용담2동,202007,18,2,0,184.7,1858.95,16.0,566185.74,4.93
16,용담2동,202008,9,0,0,140.4,1858.95,16.0,601950.87,4.93
14,용담2동,202009,14,1,0,400.5,1858.95,16.0,513744.87,4.93
12,용담2동,202010,4,0,0,53.7,1858.95,16.0,556785.42,4.93
8,용담2동,202011,7,0,0,28.2,1858.95,16.0,553354.17,4.93
8,용담2동,202012,6,0,5,29.5,1858.95,16.0,476350.06,4.93
0,우도면,201801,20,0,12,102.4,7398.23,0.0,47699.87,6.18
0,우도면,201802,13,0,8,125.7,7398.23,0.0,47775.5,6.18
2,우도면,201803,12,2,0,179.5,7398.23,0.0,50728.58,6.18
1,우도면,201804,11,0,1,234.1,7398.23,0.0,56472.8,6.18
5,우도면,201805,19,4,0,151.8,7398.23,0.0,54368.16,6.18
2,우도면,201806,13,0,0,377.2,7398.23,0.0,59310.2,6.18
2,우도면,201807,7,0,0,41.8,7398.23,0.0,64242.9,6.18
1,우도면,201808,8,0,0,125.0,7398.23,0.0,66455.32,6.18
4,우도면,201809,16,0,0,521.8,7398.23,0.0,58275.77,6.18
2,우도면,201810,7,0,0,184.2,7398.23,0.0,59634.74,6.18
0,우도면,201811,9,0,0,45.9,7398.23,0.0,54564.93,6.18
1,우도면,201812,13,0,5,57.3,7398.23,0.0,48543.42,6.18
0,우도면,201901,8,0,1,16.2,10268.04,0.0,54890.0,6.18
0,우도면,201902,7,0,3,77.4,10268.04,0.0,54533.0,6.18
2,우도면,201903,9,0,0,133.5,10268.04,0.0,54594.74,6.18
3,우도면,201904,9,1,0,132.5,10268.04,0.0,54841.8,6.18
3,우도면,201905,8,0,0,247.3,10268.04,0.0,57610.32,6.18
5,우도면,201906,10,0,0,170.2,10268.04,0.0,55994.77,6.18
3,우도면,201907,13,1,0,516.5,10268.04,0.0,60209.13,6.18
1,우도면,201908,11,0,0,377.4,10268.04,0.0,70692.68,6.18
5,우도면,201909,16,1,0,613.3,10268.04,0.0,53692.03,6.18
3,우도면,201910,8,0,0,233.9,10268.04,0.0,57629.61,6.18
3,우도면,201911,10,0,0,36.2,10268.04,0.0,51533.73,6.18
1,우도면,201912,10,0,1,103.7,10268.04,0.0,49650.58,6.18
1,우도면,202001,11,0,0,94.4,8583.95,0.0,49016.65,6.18
0,우도면,202002,13,0,4,98.7,8583.95,0.0,42991.38,6.18
0,우도면,202003,10,1,0,110.7,8583.95,0.0,45779.26,6.18
1,우도면,202004,6,0,0,87.0,8583.95,0.0,44063.0,6.18
0,우도면,202005,10,6,0,246.4,8583.95,0.0,50923.32,6.18
1,우도면,202006,14,5,0,326.6,8583.95,0.0,50725.33,6.18
1,우도면,202007,19,2,0,378.1,8583.95,0.0,56790.29,6.18
5,우도면,202008,9,0,0,204.7,8583.95,0.0,66348.0,6.18
2,우도면,202009,16,1,0,469.3,8583.95,0.0,54724.73,6.18
2,우도면,202010,5,0,0,34.4,8583.95,0.0,62609.84,6.18
3,우도면,202011,7,0,0,14.9,8583.95,0.0,63040.83,6.18
2,우도면,202012,8,0,5,51.0,8583.95,0.0,57920.48,6.18
4,이도1동,201801,18,0,12,58.0,101.24,8.0,372330.42,0.69
5,이도1동,201802,11,0,8,86.6,101.24,8.0,369640.04,0.69
9,이도1동,201803,10,2,0,118.0,101.24,8.0,352542.52,0.69
9,이도1동,201804,8,0,1,112.5,101.24,8.0,352838.0,0.69
7,이도1동,201805,12,4,0,98.8,101.24,8.0,349280.26,0.69
6,이도1동,201806,12,0,0,211.1,101.24,8.0,349640.3,0.69
7,이도1동,201807,6,0,0,48.7,101.24,8.0,355942.39,0.69
5,이도1동,201808,10,0,0,376.5,101.24,8.0,361018.39,0.69
4,이도1동,201809,13,0,0,187.7,101.24,8.0,357809.4,0.69
8,이도1동,201810,6,0,0,347.0,101.24,8.0,358843.84,0.69
10,이도1동,201811,6,0,0,28.6,101.24,8.0,361059.77,0.69
3,이도1동,201812,13,0,5,96.0,101.24,8.0,363902.77,0.69
11,이도1동,201901,5,0,1,24.2,130.42,8.0,366079.03,0.69
4,이도1동,201902,7,0,3,37.9,130.42,8.0,369290.29,0.69
15,이도1동,201903,9,0,0,55.5,130.42,8.0,385562.58,0.69
6,이도1동,201904,8,1,0,46.4,130.42,8.0,426447.43,0.69
5,이도1동,201905,5,0,0,42.8,130.42,8.0,423436.29,0.69
2,이도1동,201906,8,0,0,145.8,130.42,8.0,416906.03,0.69
6,이도1동,201907,13,1,0,510.1,130.42,8.0,430758.39,0.69
11,이도1동,201908,12,0,0,242.3,130.42,8.0,427280.77,0.69
7,이도1동,201909,17,1,0,610.6,130.42,8.0,415766.2,0.69
9,이도1동,201910,9,0,0,188.6,130.42,8.0,412841.9,0.69
6,이도1동,201911,7,0,0,27.5,130.42,8.0,373443.53,0.69
5,이도1동,201912,7,0,1,48.2,130.42,8.0,379840.84,0.69
4,이도1동,202001,10,0,0,116.7,45.57,8.0,385217.0,0.69
7,이도1동,202002,10,0,4,29.8,45.57,8.0,391464.66,0.69
5,이도1동,202003,8,1,0,81.6,45.57,8.0,399939.23,0.69
5,이도1동,202004,6,0,0,82.3,45.57,8.0,397793.1,0.69
8,이도1동,202005,9,6,0,20.6,45.57,8.0,402391.65,0.69
2,이도1동,202006,12,5,0,221.5,45.57,8.0,404612.23,0.69
9,이도1동,202007,18,2,0,184.7,45.57,8.0,406668.35,0.69
7,이도1동,202008,9,0,0,140.4,45.57,8.0,404450.48,0.69
2,이도1동,202009,14,1,0,400.5,45.57,8.0,394712.63,0.69
8,이도1동,202010,4,0,0,53.7,45.57,8.0,395140.55,0.69
5,이도1동,202011,7,0,0,28.2,45.57,8.0,430383.27,0.69
5,이도1동,202012,6,0,5,29.5,45.57,8.0,413962.48,0.69
21,이도2동,201801,18,0,12,58.0,4240.88,38.0,1964407.84,5.4
19,이도2동,201802,11,0,8,86.6,4240.88,38.0,1945144.96,5.4
21,이도2동,201803,10,2,0,118.0,4240.88,38.0,1875165.23,5.4
22,이도2동,201804,8,0,1,112.5,4240.88,38.0,1867031.17,5.4
33,이도2동,201805,12,4,0,98.8,4240.88,38.0,1865148.55,5.4
22,이도2동,201806,12,0,0,211.1,4240.88,38.0,1875314.53,5.4
21,이도2동,201807,6,0,0,48.7,4240.88,38.0,1904245.03,5.4
23,이도2동,201808,10,0,0,376.5,4240.88,38.0,1904689.97,5.4
24,이도2동,201809,13,0,0,187.7,4240.88,38.0,1877106.1,5.4
28,이도2동,201810,6,0,0,347.0,4240.88,38.0,1873643.61,5.4
32,이도2동,201811,6,0,0,28.6,4240.88,38.0,1882899.87,5.4
24,이도2동,201812,13,0,5,96.0,4240.88,38.0,1905708.58,5.4
19,이도2동,201901,5,0,1,24.2,4033.68,38.0,1945514.97,5.4
23,이도2동,201902,7,0,3,37.9,4033.68,38.0,1929645.39,5.4
25,이도2동,201903,9,0,0,55.5,4033.68,38.0,1832654.19,5.4
24,이도2동,201904,8,1,0,46.4,4033.68,38.0,1777471.23,5.4
18,이도2동,201905,5,0,0,42.8,4033.68,38.0,1763211.48,5.4
27,이도2동,201906,8,0,0,145.8,4033.68,38.0,1757106.73,5.4
37,이도2동,201907,13,1,0,510.1,4033.68,38.0,1796826.39,5.4
29,이도2동,201908,12,0,0,242.3,4033.68,38.0,1782530.1,5.4
24,이도2동,201909,17,1,0,610.6,4033.68,38.0,1742455.93,5.4
25,이도2동,201910,9,0,0,188.6,4033.68,38.0,1743198.52,5.4
31,이도2동,201911,7,0,0,27.5,4033.68,38.0,1776456.3,5.4
27,이도2동,201912,7,0,1,48.2,4033.68,38.0,1751806.68,5.4
20,이도2동,202001,10,0,0,116.7,3424.97,38.0,1778132.32,5.4
24,이도2동,202002,10,0,4,29.8,3424.97,38.0,1785507.34,5.4
17,이도2동,202003,8,1,0,81.6,3424.97,38.0,1795885.42,5.4
17,이도2동,202004,6,0,0,82.3,3424.97,38.0,1769561.17,5.4
21,이도2동,202005,9,6,0,20.6,3424.97,38.0,1762144.9,5.4
29,이도2동,202006,12,5,0,221.5,3424.97,38.0,1771578.53,5.4
23,이도2동,202007,18,2,0,184.7,3424.97,38.0,1796239.03,5.4
21,이도2동,202008,9,0,0,140.4,3424.97,38.0,1776285.84,5.4
26,이도2동,202009,14,1,0,400.5,3424.97,38.0,1766850.23,5.4
35,이도2동,202010,4,0,0,53.7,3424.97,38.0,1799055.1,5.4
26,이도2동,202011,7,0,0,28.2,3424.97,38.0,1917424.4,5.4
24,이도2동,202012,6,0,5,29.5,3424.97,38.0,1912147.52,5.4
1,이호동,201801,18,0,12,58.0,77.5,5.0,146809.0,2.56
0,이호동,201802,11,0,8,86.6,77.5,5.0,145515.86,2.56
2,이호동,201803,10,2,0,118.0,77.5,5.0,143248.65,2.56
0,이호동,201804,8,0,1,112.5,77.5,5.0,149040.97,2.56
2,이호동,201805,12,4,0,98.8,77.5,5.0,149585.06,2.56
5,이호동,201806,12,0,0,211.1,77.5,5.0,149254.77,2.56
0,이호동,201807,6,0,0,48.7,77.5,5.0,157984.9,2.56
6,이호동,201808,10,0,0,376.5,77.5,5.0,158453.1,2.56
3,이호동,201809,13,0,0,187.7,77.5,5.0,141646.27,2.56
2,이호동,201810,6,0,0,347.0,77.5,5.0,144661.06,2.56
5,이호동,201811,6,0,0,28.6,77.5,5.0,141430.43,2.56
3,이호동,201812,13,0,5,96.0,77.5,5.0,140956.71,2.56
2,이호동,201901,5,0,1,24.2,100.78,5.0,146965.52,2.56
4,이호동,201902,7,0,3,37.9,100.78,5.0,146856.86,2.56
3,이호동,201903,9,0,0,55.5,100.78,5.0,143529.94,2.56
2,이호동,201904,8,1,0,46.4,100.78,5.0,146443.47,2.56
3,이호동,201905,5,0,0,42.8,100.78,5.0,147233.65,2.56
4,이호동,201906,8,0,0,145.8,100.78,5.0,146975.7,2.56
1,이호동,201907,13,1,0,510.1,100.78,5.0,157320.77,2.56
3,이호동,201908,12,0,0,242.3,100.78,5.0,160203.35,2.56
2,이호동,201909,17,1,0,610.6,100.78,5.0,142819.67,2.56
4,이호동,201910,9,0,0,188.6,100.78,5.0,146919.35,2.56
5,이호동,201911,7,0,0,27.5,100.78,5.0,147452.87,2.56
1,이호동,201912,7,0,1,48.2,100.78,5.0,145974.29,2.56
1,이호동,202001,10,0,0,116.7,65.54,5.0,150823.9,2.56
3,이호동,202002,10,0,4,29.8,65.54,5.0,144685.97,2.56
3,이호동,202003,8,1,0,81.6,65.54,5.0,142880.39,2.56
0,이호동,202004,6,0,0,82.3,65.54,5.0,143511.17,2.56
3,이호동,202005,9,6,0,20.6,65.54,5.0,149334.77,2.56
7,이호동,202006,12,5,0,221.5,65.54,5.0,150258.03,2.56
4,이호동,202007,18,2,0,184.7,65.54,5.0,158463.45,2.56
2,이호동,202008,9,0,0,140.4,65.54,5.0,167019.35,2.56
5,이호동,202009,14,1,0,400.5,65.54,5.0,149453.8,2.56
2,이호동,202010,4,0,0,53.7,65.54,5.0,154822.65,2.56
0,이호동,202011,7,0,0,28.2,65.54,5.0,151339.37,2.56
2,이호동,202012,6,0,5,29.5,65.54,5.0,146157.42,2.56
1,일도1동,201801,18,0,12,58.0,27.13,5.0,108300.77,0.33
1,일도1동,201802,11,0,8,86.6,27.13,5.0,107240.89,0.33
5,일도1동,201803,10,2,0,118.0,27.13,5.0,102849.16,0.33
4,일도1동,201804,8,0,1,112.5,27.13,5.0,105269.3,0.33
1,일도1동,201805,12,4,0,98.8,27.13,5.0,108220.52,0.33
3,일도1동,201806,12,0,0,211.1,27.13,5.0,109197.33,0.33
3,일도1동,201807,6,0,0,48.7,27.13,5.0,105984.81,0.33
1,일도1동,201808,10,0,0,376.5,27.13,5.0,103227.26,0.33
5,일도1동,201809,13,0,0,187.7,27.13,5.0,102668.9,0.33
8,일도1동,201810,6,0,0,347.0,27.13,5.0,100122.16,0.33
1,일도1동,201811,6,0,0,28.6,27.13,5.0,98077.87,0.33
1,일도1동,201812,13,0,5,96.0,27.13,5.0,100495.97,0.33
2,일도1동,201901,5,0,1,24.2,32.04,5.0,100723.55,0.33
5,일도1동,201902,7,0,3,37.9,32.04,5.0,104418.21,0.33
2,일도1동,201903,9,0,0,55.5,32.04,5.0,95479.26,0.33
0,일도1동,201904,8,1,0,46.4,32.04,5.0,95115.03,0.33
2,일도1동,201905,5,0,0,42.8,32.04,5.0,95447.39,0.33
2,일도1동,201906,8,0,0,145.8,32.04,5.0,94635.17,0.33
4,일도1동,201907,13,1,0,510.1,32.04,5.0,98874.16,0.33
2,일도1동,201908,12,0,0,242.3,32.04,5.0,100106.97,0.33
2,일도1동,201909,17,1,0,610.6,32.04,5.0,96209.8,0.33
1,일도1동,201910,9,0,0,188.6,32.04,5.0,99562.9,0.33
3,일도1동,201911,7,0,0,27.5,32.04,5.0,109228.03,0.33
4,일도1동,201912,7,0,1,48.2,32.04,5.0,111709.68,0.33
1,일도1동,202001,10,0,0,116.7,61.29,5.0,109939.68,0.33
1,일도1동,202002,10,0,4,29.8,61.29,5.0,61471.48,0.33
6,일도1동,202003,8,1,0,81.6,61.29,5.0,89683.81,0.33
0,일도1동,202004,6,0,0,82.3,61.29,5.0,89627.13,0.33
3,일도1동,202005,9,6,0,20.6,61.29,5.0,94080.74,0.33
4,일도1동,202006,12,5,0,221.5,61.29,5.0,91504.97,0.33
2,일도1동,202007,18,2,0,184.7,61.29,5.0,93544.65,0.33
4,일도1동,202008,9,0,0,140.4,61.29,5.0,93273.58,0.33
4,일도1동,202009,14,1,0,400.5,61.29,5.0,89472.03,0.33
0,일도1동,202010,4,0,0,53.7,61.29,5.0,92909.45,0.33
2,일도1동,202011,7,0,0,28.2,61.29,5.0,98592.1,0.33
1,일도1동,202012,6,0,5,29.5,61.29,5.0,88804.03,0.33
7,일도2동,201801,18,0,12,58.0,679.68,17.0,985245.48,2.18
12,일도2동,201802,11,0,8,86.6,679.68,17.0,999130.0,2.18
10,일도2동,201803,10,2,0,118.0,679.68,17.0,917379.71,2.18
13,일도2동,201804,8,0,1,112.5,679.68,17.0,902626.63,2.18
7,일도2동,201805,12,4,0,98.8,679.68,17.0,904835.52,2.18
11,일도2동,201806,12,0,0,211.1,679.68,17.0,907994.37,2.18
9,일도2동,201807,6,0,0,48.7,679.68,17.0,935348.68,2.18
10,일도2동,201808,10,0,0,376.5,679.68,17.0,928702.35,2.18
10,일도2동,201809,13,0,0,187.7,679.68,17.0,913914.13,2.18
8,일도2동,201810,6,0,0,347.0,679.68,17.0,894710.26,2.18
13,일도2동,201811,6,0,0,28.6,679.68,17.0,892820.87,2.18
11,일도2동,201812,13,0,5,96.0,679.68,17.0,929542.74,2.18
12,일도2동,201901,5,0,1,24.2,760.04,17.0,949732.77,2.18
10,일도2동,201902,7,0,3,37.9,760.04,17.0,955150.04,2.18
11,일도2동,201903,9,0,0,55.5,760.04,17.0,881813.84,2.18
7,일도2동,201904,8,1,0,46.4,760.04,17.0,867444.93,2.18
9,일도2동,201905,5,0,0,42.8,760.04,17.0,863741.48,2.18
4,일도2동,201906,8,0,0,145.8,760.04,17.0,862661.47,2.18
10,일도2동,201907,13,1,0,510.1,760.04,17.0,890037.58,2.18
17,일도2동,201908,12,0,0,242.3,760.04,17.0,889509.1,2.18
10,일도2동,201909,17,1,0,610.6,760.04,17.0,880590.43,2.18
15,일도2동,201910,9,0,0,188.6,760.04,17.0,860521.45,2.18
16,일도2동,201911,7,0,0,27.5,760.04,17.0,882624.93,2.18
9,일도2동,201912,7,0,1,48.2,760.04,17.0,897731.87,2.18
8,일도2동,202001,10,0,0,116.7,1087.9,17.0,891732.45,2.18
12,일도2동,202002,10,0,4,29.8,1087.9,17.0,891015.52,2.18
12,일도2동,202003,8,1,0,81.6,1087.9,17.0,909920.55,2.18
8,일도2동,202004,6,0,0,82.3,1087.9,17.0,895716.9,2.18
11,일도2동,202005,9,6,0,20.6,1087.9,17.0,886233.81,2.18
11,일도2동,202006,12,5,0,221.5,1087.9,17.0,861485.5,2.18
10,일도2동,202007,18,2,0,184.7,1087.9,17.0,864960.32,2.18
13,일도2동,202008,9,0,0,140.4,1087.9,17.0,867416.61,2.18
7,일도2동,202009,14,1,0,400.5,1087.9,17.0,858672.63,2.18
6,일도2동,202010,4,0,0,53.7,1087.9,17.0,859870.61,2.18
9,일도2동,202011,7,0,0,28.2,1087.9,17.0,900277.57,2.18
6,일도2동,202012,6,0,5,29.5,1087.9,17.0,941952.48,2.18
2,정방동,201801,13,12,0,63.7,26.01,2.0,160685.68,0.44
2,정방동,201802,9,8,0,10.5,26.01,2.0,145891.79,0.44
8,정방동,201803,11,0,0,151.6,26.01,2.0,132245.26,0.44
4,정방동,201804,10,1,0,312.0,26.01,2.0,140790.53,0.44
4,정방동,201805,18,0,0,356.1,26.01,2.0,147017.13,0.44
5,정방동,201806,12,0,0,304.3,26.01,2.0,133206.07,0.44
4,정방동,201807,7,0,0,23.2,26.01,2.0,140753.9,0.44
5,정방동,201808,7,2,0,159.6,26.01,2.0,143747.23,0.44
2,정방동,201809,16,0,0,473.8,26.01,2.0,131508.77,0.44
3,정방동,201810,7,0,0,210.2,26.01,2.0,140932.42,0.44
2,정방동,201811,9,0,0,55.6,26.01,2.0,129853.7,0.44
5,정방동,201812,10,0,2,45.6,26.01,2.0,140292.74,0.44
1,정방동,201901,7,1,0,21.7,40.64,2.0,162034.81,0.44
3,정방동,201902,8,0,0,37.7,40.64,2.0,149495.43,0.44
0,정방동,201903,10,0,0,64.8,40.64,2.0,137436.45,0.44
5,정방동,201904,8,3,0,89.2,40.64,2.0,136086.97,0.44
3,정방동,201905,7,1,0,376.7,40.64,2.0,144293.29,0.44
2,정방동,201906,9,3,0,189.1,40.64,2.0,130384.07,0.44
1,정방동,201907,16,8,0,452.1,40.64,2.0,139963.19,0.44
2,정방동,201908,11,0,0,317.3,40.64,2.0,147492.71,0.44
2,정방동,201909,17,0,0,394.9,40.64,2.0,134342.77,0.44
5,정방동,201910,7,0,0,150.6,40.64,2.0,146944.94,0.44
3,정방동,201911,7,0,0,31.3,40.64,2.0,137777.9,0.44
3,정방동,201912,7,0,0,84.9,40.64,2.0,138696.42,0.44
2,정방동,202001,10,0,0,110.1,91.82,2.0,157921.03,0.44
3,정방동,202002,10,0,3,95.5,91.82,2.0,124172.93,0.44
7,정방동,202003,8,2,0,132.2,91.82,2.0,114952.42,0.44
4,정방동,202004,5,0,0,81.8,91.82,2.0,106125.83,0.44
6,정방동,202005,11,8,0,244.0,91.82,2.0,114853.23,0.44
1,정방동,202006,13,11,0,406.1,91.82,2.0,114760.37,0.44
7,정방동,202007,20,10,0,322.0,91.82,2.0,124157.94,0.44
3,정방동,202008,10,1,0,159.2,91.82,2.0,137667.29,0.44
3,정방동,202009,14,1,0,424.9,91.82,2.0,113969.0,0.44
1,정방동,202010,4,0,0,39.2,91.82,2.0,133735.1,0.44
4,정방동,202011,7,0,0,11.7,91.82,2.0,146439.17,0.44
1,정방동,202012,5,0,2,62.9,91.82,2.0,127532.71,0.44
4,조천읍,201801,18,0,12,58.0,15950.61,58.0,697637.32,150.64
6,조천읍,201802,11,0,8,86.6,15950.61,58.0,662749.54,150.64
6,조천읍,201803,10,2,0,118.0,15950.61,58.0,675329.87,150.64
13,조천읍,201804,8,0,1,112.5,15950.61,58.0,731974.1,150.64
12,조천읍,201805,12,4,0,98.8,15950.61,58.0,746518.19,150.64
15,조천읍,201806,12,0,0,211.1,15950.61,58.0,747566.57,150.64
17,조천읍,201807,6,0,0,48.7,15950.61,58.0,759783.55,150.64
10,조천읍,201808,10,0,0,376.5,15950.61,58.0,790997.19,150.64
14,조천읍,201809,13,0,0,187.7,15950.61,58.0,731105.8,150.64
12,조천읍,201810,6,0,0,347.0,15950.61,58.0,746852.68,150.64
13,조천읍,201811,6,0,0,28.6,15950.61,58.0,717609.47,150.64
11,조천읍,201812,13,0,5,96.0,15950.61,58.0,680149.42,150.64
10,조천읍,201901,5,0,1,24.2,20276.1,58.0,710562.81,150.64
10,조천읍,201902,7,0,3,37.9,20276.1,58.0,708294.93,150.64
11,조천읍,201903,9,0,0,55.5,20276.1,58.0,707103.19,150.64
13,조천읍,201904,8,1,0,46.4,20276.1,58.0,751362.2,150.64
9,조천읍,201905,5,0,0,42.8,20276.1,58.0,777013.23,150.64
8,조천읍,201906,8,0,0,145.8,20276.1,58.0,767099.17,150.64
17,조천읍,201907,13,1,0,510.1,20276.1,58.0,797833.65,150.64
