사고 발생 건수,행정동,기간,강수일수,안개일수,눈일수,강수량(mm),가중교통량,신호기,유동인구,면적
4,조천읍,201908,12,0,0,242.3,20276.1,58.0,819462.94,150.64
10,조천읍,201909,17,1,0,610.6,20276.1,58.0,719794.43,150.64
10,조천읍,201910,9,0,0,188.6,20276.1,58.0,768624.9,150.64
11,조천읍,201911,7,0,0,27.5,20276.1,58.0,772618.07,150.64
12,조천읍,201912,7,0,1,48.2,20276.1,58.0,761662.81,150.64
11,조천읍,202001,10,0,0,116.7,16413.15,58.0,768241.65,150.64
12,조천읍,202002,10,0,4,29.8,16413.15,58.0,708877.55,150.64
19,조천읍,202003,8,1,0,81.6,16413.15,58.0,699658.65,150.64
15,조천읍,202004,6,0,0,82.3,16413.15,58.0,700649.87,150.64
9,조천읍,202005,9,6,0,20.6,16413.15,58.0,738002.65,150.64
8,조천읍,202006,12,5,0,221.5,16413.15,58.0,740228.27,150.64
11,조천읍,202007,18,2,0,184.7,16413.15,58.0,773906.26,150.64
21,조천읍,202008,9,0,0,140.4,16413.15,58.0,839244.32,150.64
14,조천읍,202009,14,1,0,400.5,16413.15,58.0,735248.13,150.64
16,조천읍,202010,4,0,0,53.7,16413.15,58.0,795394.32,150.64
17,조천읍,202011,7,0,0,28.2,16413.15,58.0,827337.63,150.64
5,조천읍,202012,6,0,5,29.5,16413.15,58.0,771299.65,150.64
6,중문동,201801,13,12,0,63.7,8438.57,18.0,286851.9,56.44
7,중문동,201802,9,8,0,10.5,8438.57,18.0,271252.79,56.44
7,중문동,201803,11,0,0,151.6,8438.57,18.0,272076.16,56.44
6,중문동,201804,10,1,0,312.0,8438.57,18.0,289215.43,56.44
3,중문동,201805,18,0,0,356.1,8438.57,18.0,294111.87,56.44
2,중문동,201806,12,0,0,304.3,8438.57,18.0,292502.7,56.44
4,중문동,201807,7,0,0,23.2,8438.57,18.0,302309.06,56.44
8,중문동,201808,7,2,0,159.6,8438.57,18.0,323089.29,56.44
8,중문동,201809,16,0,0,473.8,8438.57,18.0,303200.73,56.44
6,중문동,201810,7,0,0,210.2,8438.57,18.0,312216.94,56.44
6,중문동,201811,9,0,0,55.6,8438.57,18.0,314144.4,56.44
7,중문동,201812,10,0,2,45.6,8438.57,18.0,306846.39,56.44
1,중문동,201901,7,1,0,21.7,11632.9,18.0,317249.71,56.44
4,중문동,201902,8,0,0,37.7,11632.9,18.0,312752.32,56.44
5,중문동,201903,10,0,0,64.8,11632.9,18.0,312655.71,56.44
5,중문동,201904,8,3,0,89.2,11632.9,18.0,325965.93,56.44
10,중문동,201905,7,1,0,376.7,11632.9,18.0,334992.77,56.44
5,중문동,201906,9,3,0,189.1,11632.9,18.0,328598.7,56.44
6,중문동,201907,16,8,0,452.1,11632.9,18.0,337637.1,56.44
5,중문동,201908,11,0,0,317.3,11632.9,18.0,354152.19,56.44
8,중문동,201909,17,0,0,394.9,11632.9,18.0,323773.5,56.44
6,중문동,201910,7,0,0,150.6,11632.9,18.0,343723.84,56.44
13,중문동,201911,7,0,0,31.3,11632.9,18.0,347204.33,56.44
6,중문동,201912,7,0,0,84.9,11632.9,18.0,353980.26,56.44
8,중문동,202001,10,0,0,110.1,10935.77,18.0,359160.81,56.44
4,중문동,202002,10,0,3,95.5,10935.77,18.0,329074.28,56.44
4,중문동,202003,8,2,0,132.2,10935.77,18.0,326889.1,56.44
5,중문동,202004,5,0,0,81.8,10935.77,18.0,321176.77,56.44
9,중문동,202005,11,8,0,244.0,10935.77,18.0,336048.29,56.44
6,중문동,202006,13,11,0,406.1,10935.77,18.0,348444.1,56.44
7,중문동,202007,20,10,0,322.0,10935.77,18.0,359146.65,56.44
8,중문동,202008,10,1,0,159.2,10935.77,18.0,382735.42,56.44
10,중문동,202009,14,1,0,424.9,10935.77,18.0,356402.53,56.44
8,중문동,202010,4,0,0,39.2,10935.77,18.0,379213.26,56.44
6,중문동,202011,7,0,0,11.7,10935.77,18.0,408772.47,56.44
6,중문동,202012,5,0,2,62.9,10935.77,18.0,392966.32,56.44
5,중앙동,201801,13,12,0,63.7,64.91,3.0,163510.26,0.35
2,중앙동,201802,9,8,0,10.5,64.91,3.0,160965.54,0.35
7,중앙동,201803,11,0,0,151.6,64.91,3.0,157302.65,0.35
4,중앙동,201804,10,1,0,312.0,64.91,3.0,155890.73,0.35
6,중앙동,201805,18,0,0,356.1,64.91,3.0,158835.55,0.35
6,중앙동,201806,12,0,0,304.3,64.91,3.0,161450.77,0.35
4,중앙동,201807,7,0,0,23.2,64.91,3.0,166354.16,0.35
8,중앙동,201808,7,2,0,159.6,64.91,3.0,164559.94,0.35
4,중앙동,201809,16,0,0,473.8,64.91,3.0,157182.9,0.35
6,중앙동,201810,7,0,0,210.2,64.91,3.0,166630.23,0.35
5,중앙동,201811,9,0,0,55.6,64.91,3.0,160338.53,0.35
13,중앙동,201812,10,0,2,45.6,64.91,3.0,167836.48,0.35
5,중앙동,201901,7,1,0,21.7,109.99,3.0,177226.35,0.35
2,중앙동,201902,8,0,0,37.7,109.99,3.0,170458.82,0.35
1,중앙동,201903,10,0,0,64.8,109.99,3.0,166341.48,0.35
7,중앙동,201904,8,3,0,89.2,109.99,3.0,166247.83,0.35
7,중앙동,201905,7,1,0,376.7,109.99,3.0,160100.74,0.35
7,중앙동,201906,9,3,0,189.1,109.99,3.0,152310.1,0.35
5,중앙동,201907,16,8,0,452.1,109.99,3.0,157572.26,0.35
10,중앙동,201908,11,0,0,317.3,109.99,3.0,156733.71,0.35
0,중앙동,201909,17,0,0,394.9,109.99,3.0,151497.57,0.35
6,중앙동,201910,7,0,0,150.6,109.99,3.0,152697.77,0.35
2,중앙동,201911,7,0,0,31.3,109.99,3.0,156799.67,0.35
3,중앙동,201912,7,0,0,84.9,109.99,3.0,159269.35,0.35
3,중앙동,202001,10,0,0,110.1,66.27,3.0,159639.87,0.35
3,중앙동,202002,10,0,3,95.5,66.27,3.0,144778.0,0.35
4,중앙동,202003,8,2,0,132.2,66.27,3.0,146148.23,0.35
3,중앙동,202004,5,0,0,81.8,66.27,3.0,147459.5,0.35
1,중앙동,202005,11,8,0,244.0,66.27,3.0,142786.35,0.35
4,중앙동,202006,13,11,0,406.1,66.27,3.0,150955.93,0.35
5,중앙동,202007,20,10,0,322.0,66.27,3.0,159721.52,0.35
4,중앙동,202008,10,1,0,159.2,66.27,3.0,154705.68,0.35
7,중앙동,202009,14,1,0,424.9,66.27,3.0,145560.43,0.35
1,중앙동,202010,4,0,0,39.2,66.27,3.0,153337.65,0.35
7,중앙동,202011,7,0,0,11.7,66.27,3.0,164953.73,0.35
4,중앙동,202012,5,0,2,62.9,66.27,3.0,158842.32,0.35
2,천지동,201801,13,12,0,63.7,26.42,3.0,73006.48,1.39
3,천지동,201802,9,8,0,10.5,26.42,3.0,57176.14,1.39
3,천지동,201803,11,0,0,151.6,26.42,3.0,52728.45,1.39
2,천지동,201804,10,1,0,312.0,26.42,3.0,60445.2,1.39
4,천지동,201805,18,0,0,356.1,26.42,3.0,62914.61,1.39
3,천지동,201806,12,0,0,304.3,26.42,3.0,59839.23,1.39
3,천지동,201807,7,0,0,23.2,26.42,3.0,58017.74,1.39
5,천지동,201808,7,2,0,159.6,26.42,3.0,64202.97,1.39
4,천지동,201809,16,0,0,473.8,26.42,3.0,62286.67,1.39
3,천지동,201810,7,0,0,210.2,26.42,3.0,62657.71,1.39
7,천지동,201811,9,0,0,55.6,26.42,3.0,60887.87,1.39
4,천지동,201812,10,0,2,45.6,26.42,3.0,60337.77,1.39
2,천지동,201901,7,1,0,21.7,60.7,3.0,68047.87,1.39
6,천지동,201902,8,0,0,37.7,60.7,3.0,60438.96,1.39
2,천지동,201903,10,0,0,64.8,60.7,3.0,56862.58,1.39
4,천지동,201904,8,3,0,89.2,60.7,3.0,57069.03,1.39
2,천지동,201905,7,1,0,376.7,60.7,3.0,59364.87,1.39
9,천지동,201906,9,3,0,189.1,60.7,3.0,56973.1,1.39
3,천지동,201907,16,8,0,452.1,60.7,3.0,61277.97,1.39
3,천지동,201908,11,0,0,317.3,60.7,3.0,60527.32,1.39
9,천지동,201909,17,0,0,394.9,60.7,3.0,54415.17,1.39
5,천지동,201910,7,0,0,150.6,60.7,3.0,58811.06,1.39
4,천지동,201911,7,0,0,31.3,60.7,3.0,55517.67,1.39
2,천지동,201912,7,0,0,84.9,60.7,3.0,56238.77,1.39
5,천지동,202001,10,0,0,110.1,24.18,3.0,61859.45,1.39
1,천지동,202002,10,0,3,95.5,24.18,3.0,54331.59,1.39
3,천지동,202003,8,2,0,132.2,24.18,3.0,51165.55,1.39
2,천지동,202004,5,0,0,81.8,24.18,3.0,49620.93,1.39
4,천지동,202005,11,8,0,244.0,24.18,3.0,54699.16,1.39
0,천지동,202006,13,11,0,406.1,24.18,3.0,54284.87,1.39
2,천지동,202007,20,10,0,322.0,24.18,3.0,59486.68,1.39
3,천지동,202008,10,1,0,159.2,24.18,3.0,67910.94,1.39
5,천지동,202009,14,1,0,424.9,24.18,3.0,58905.47,1.39
4,천지동,202010,4,0,0,39.2,24.18,3.0,64157.81,1.39
3,천지동,202011,7,0,0,11.7,24.18,3.0,66033.63,1.39
2,천지동,202012,5,0,2,62.9,24.18,3.0,59444.71,1.39
5,표선면,201801,20,12,0,102.4,8787.82,26.0,343530.77,135.16
6,표선면,201802,13,8,0,125.7,8787.82,26.0,329276.64,135.16
7,표선면,201803,12,0,0,179.5,8787.82,26.0,338966.97,135.16
10,표선면,201804,11,1,0,234.1,8787.82,26.0,385237.0,135.16
1,표선면,201805,19,0,0,151.8,8787.82,26.0,377484.19,135.16
7,표선면,201806,13,0,0,377.2,8787.82,26.0,368634.1,135.16
10,표선면,201807,7,0,0,41.8,8787.82,26.0,371868.1,135.16
5,표선면,201808,8,2,0,125.0,8787.82,26.0,383282.71,135.16
11,표선면,201809,16,0,0,521.8,8787.82,26.0,357288.4,135.16
9,표선면,201810,7,0,0,184.2,8787.82,26.0,360024.32,135.16
6,표선면,201811,9,0,0,45.9,8787.82,26.0,348571.13,135.16
8,표선면,201812,13,0,2,57.3,8787.82,26.0,341545.55,135.16
5,표선면,201901,8,1,0,16.2,11943.11,26.0,346739.19,135.16
5,표선면,201902,7,0,0,77.4,11943.11,26.0,346494.11,135.16
7,표선면,201903,9,0,0,133.5,11943.11,26.0,346377.16,135.16
6,표선면,201904,9,3,0,132.5,11943.11,26.0,382993.87,135.16
8,표선면,201905,8,1,0,247.3,11943.11,26.0,377368.81,135.16
7,표선면,201906,10,3,0,170.2,11943.11,26.0,371319.5,135.16
7,표선면,201907,13,8,0,516.5,11943.11,26.0,379631.39,135.16
5,표선면,201908,11,0,0,377.4,11943.11,26.0,393695.65,135.16
6,표선면,201909,16,0,0,613.3,11943.11,26.0,357630.47,135.16
6,표선면,201910,8,0,0,233.9,11943.11,26.0,375344.29,135.16
4,표선면,201911,10,0,0,36.2,11943.11,26.0,362653.47,135.16
7,표선면,201912,10,0,0,103.7,11943.11,26.0,371042.68,135.16
11,표선면,202001,11,0,0,94.4,13887.35,26.0,374543.16,135.16
5,표선면,202002,13,0,3,98.7,13887.35,26.0,331641.34,135.16
3,표선면,202003,10,2,0,110.7,13887.35,26.0,335209.81,135.16
3,표선면,202004,6,0,0,87.0,13887.35,26.0,341036.17,135.16
8,표선면,202005,10,8,0,246.4,13887.35,26.0,356623.48,135.16
4,표선면,202006,14,11,0,326.6,13887.35,26.0,364907.13,135.16
11,표선면,202007,19,10,0,378.1,13887.35,26.0,377098.61,135.16
6,표선면,202008,9,1,0,204.7,13887.35,26.0,404529.19,135.16
3,표선면,202009,16,1,0,469.3,13887.35,26.0,357082.53,135.16
6,표선면,202010,5,0,0,34.4,13887.35,26.0,391597.74,135.16
4,표선면,202011,7,0,0,14.9,13887.35,26.0,412786.8,135.16
2,표선면,202012,8,0,2,51.0,13887.35,26.0,377481.03,135.16
6,한경면,201801,11,0,12,47.7,996.03,18.0,200858.65,79.03
6,한경면,201802,7,0,8,75.0,996.03,18.0,201725.71,79.03
6,한경면,201803,10,2,0,101.2,996.03,18.0,205646.65,79.03
1,한경면,201804,8,0,1,175.6,996.03,18.0,218877.87,79.03
3,한경면,201805,13,4,0,256.7,996.03,18.0,211763.94,79.03
5,한경면,201806,11,0,0,186.7,996.03,18.0,213634.47,79.03
8,한경면,201807,4,0,0,20.8,996.03,18.0,214056.16,79.03
7,한경면,201808,10,0,0,127.2,996.03,18.0,222229.71,79.03
3,한경면,201809,12,0,0,136.6,996.03,18.0,220417.7,79.03
4,한경면,201810,7,0,0,121.2,996.03,18.0,211009.9,79.03
6,한경면,201811,9,0,0,42.1,996.03,18.0,207041.9,79.03
3,한경면,201812,12,0,5,55.0,996.03,18.0,203434.84,79.03
6,한경면,201901,8,0,1,17.4,2125.28,18.0,213060.32,79.03
5,한경면,201902,9,0,3,34.1,2125.28,18.0,214565.68,79.03
3,한경면,201903,11,0,0,46.0,2125.28,18.0,211777.16,79.03
4,한경면,201904,5,1,0,27.9,2125.28,18.0,222448.4,79.03
8,한경면,201905,7,0,0,122.6,2125.28,18.0,225140.97,79.03
5,한경면,201906,7,0,0,172.9,2125.28,18.0,225671.33,79.03
7,한경면,201907,14,1,0,191.3,2125.28,18.0,227503.71,79.03
2,한경면,201908,14,0,0,321.5,2125.28,18.0,236753.81,79.03
4,한경면,201909,15,1,0,400.1,2125.28,18.0,223566.33,79.03
10,한경면,201910,5,0,0,127.2,2125.28,18.0,228525.68,79.03
4,한경면,201911,8,0,0,16.1,2125.28,18.0,216990.03,79.03
4,한경면,201912,7,0,1,83.8,2125.28,18.0,214923.42,79.03
4,한경면,202001,11,0,0,76.1,1926.22,18.0,223320.68,79.03
7,한경면,202002,10,0,4,41.6,1926.22,18.0,221145.41,79.03
3,한경면,202003,8,1,0,61.2,1926.22,18.0,230019.06,79.03
1,한경면,202004,5,0,0,32.5,1926.22,18.0,232081.07,79.03
3,한경면,202005,10,6,0,90.3,1926.22,18.0,244770.52,79.03
6,한경면,202006,12,5,0,290.5,1926.22,18.0,240077.7,79.03
8,한경면,202007,17,2,0,247.8,1926.22,18.0,247805.13,79.03
4,한경면,202008,11,0,0,181.2,1926.22,18.0,262383.65,79.03
5,한경면,202009,13,1,0,132.8,1926.22,18.0,258357.2,79.03
8,한경면,202010,4,0,0,34.7,1926.22,18.0,266142.0,79.03
6,한경면,202011,7,0,0,19.4,1926.22,18.0,261297.57,79.03
6,한경면,202012,9,0,5,20.8,1926.22,18.0,257665.65,79.03
20,한림읍,201801,11,0,12,47.7,6732.3,35.0,639968.19,91.09
11,한림읍,201802,7,0,8,75.0,6732.3,35.0,608144.75,91.09
8,한림읍,201803,10,2,0,101.2,6732.3,35.0,640886.29,91.09
11,한림읍,201804,8,0,1,175.6,6732.3,35.0,683006.4,91.09
19,한림읍,201805,13,4,0,256.7,6732.3,35.0,685050.87,91.09
18,한림읍,201806,11,0,0,186.7,6732.3,35.0,690337.4,91.09
13,한림읍,201807,4,0,0,20.8,6732.3,35.0,705525.52,91.09
18,한림읍,201808,10,0,0,127.2,6732.3,35.0,732421.97,91.09
13,한림읍,201809,12,0,0,136.6,6732.3,35.0,674548.4,91.09
13,한림읍,201810,7,0,0,121.2,6732.3,35.0,671619.48,91.09
9,한림읍,201811,9,0,0,42.1,6732.3,35.0,641568.33,91.09
16,한림읍,201812,12,0,5,55.0,6732.3,35.0,626690.55,91.09
13,한림읍,201901,8,0,1,17.4,9693.18,35.0,648405.29,91.09
13,한림읍,201902,9,0,3,34.1,9693.18,35.0,658730.93,91.09
14,한림읍,201903,11,0,0,46.0,9693.18,35.0,664841.81,91.09
11,한림읍,201904,5,1,0,27.9,9693.18,35.0,687638.1,91.09
11,한림읍,201905,7,0,0,122.6,9693.18,35.0,700614.58,91.09
12,한림읍,201906,7,0,0,172.9,9693.18,35.0,690254.77,91.09
13,한림읍,201907,14,1,0,191.3,9693.18,35.0,716307.03,91.09
15,한림읍,201908,14,0,0,321.5,9693.18,35.0,748322.13,91.09
13,한림읍,201909,15,1,0,400.1,9693.18,35.0,670464.23,91.09
11,한림읍,201910,5,0,0,127.2,9693.18,35.0,691304.45,91.09
12,한림읍,201911,8,0,0,16.1,9693.18,35.0,667815.17,91.09
10,한림읍,201912,7,0,1,83.8,9693.18,35.0,651622.55,91.09
11,한림읍,202001,11,0,0,76.1,10418.79,35.0,667665.32,91.09
15,한림읍,202002,10,0,4,41.6,10418.79,35.0,629560.86,91.09
12,한림읍,202003,8,1,0,61.2,10418.79,35.0,644907.9,91.09
12,한림읍,202004,5,0,0,32.5,10418.79,35.0,641409.5,91.09
11,한림읍,202005,10,6,0,90.3,10418.79,35.0,661530.55,91.09
8,한림읍,202006,12,5,0,290.5,10418.79,35.0,696903.33,91.09
12,한림읍,202007,17,2,0,247.8,10418.79,35.0,710786.9,91.09
11,한림읍,202008,11,0,0,181.2,10418.79,35.0,760483.81,91.09
14,한림읍,202009,13,1,0,132.8,10418.79,35.0,692746.83,91.09
6,한림읍,202010,4,0,0,34.7,10418.79,35.0,715834.0,91.09
17,한림읍,202011,7,0,0,19.4,10418.79,35.0,736129.43,91.09
8,한림읍,202012,9,0,5,20.8,10418.79,35.0,692472.87,91.09
7,화북동,201801,18,0,12,58.0,1823.64,24.0,832803.55,8.29
9,화북동,201802,11,0,8,86.6,1823.64,24.0,818952.82,8.29
11,화북동,201803,10,2,0,118.0,1823.64,24.0,809602.94,8.29
6,화북동,201804,8,0,1,112.5,1823.64,24.0,802789.47,8.29
9,화북동,201805,12,4,0,98.8,1823.64,24.0,794986.81,8.29
7,화북동,201806,12,0,0,211.1,1823.64,24.0,793650.47,8.29
15,화북동,201807,6,0,0,48.7,1823.64,24.0,810225.16,8.29
12,화북동,201808,10,0,0,376.5,1823.64,24.0,812601.16,8.29
3,화북동,201809,13,0,0,187.7,1823.64,24.0,811531.23,8.29
8,화북동,201810,6,0,0,347.0,1823.64,24.0,814929.35,8.29
8,화북동,201811,6,0,0,28.6,1823.64,24.0,812910.63,8.29
8,화북동,201812,13,0,5,96.0,1823.64,24.0,819913.87,8.29
5,화북동,201901,5,0,1,24.2,1946.77,24.0,813702.03,8.29
9,화북동,201902,7,0,3,37.9,1946.77,24.0,811516.57,8.29
11,화북동,201903,9,0,0,55.5,1946.77,24.0,804445.23,8.29
9,화북동,201904,8,1,0,46.4,1946.77,24.0,809898.43,8.29
16,화북동,201905,5,0,0,42.8,1946.77,24.0,799348.26,8.29
9,화북동,201906,8,0,0,145.8,1946.77,24.0,802851.87,8.29
6,화북동,201907,13,1,0,510.1,1946.77,24.0,812398.52,8.29
10,화북동,201908,12,0,0,242.3,1946.77,24.0,807975.0,8.29
6,화북동,201909,17,1,0,610.6,1946.77,24.0,811929.9,8.29
8,화북동,201910,9,0,0,188.6,1946.77,24.0,797720.06,8.29
13,화북동,201911,7,0,0,27.5,1946.77,24.0,794697.77,8.29
7,화북동,201912,7,0,1,48.2,1946.77,24.0,806813.94,8.29
10,화북동,202001,10,0,0,116.7,1084.46,24.0,804174.03,8.29
12,화북동,202002,10,0,4,29.8,1084.46,24.0,820297.97,8.29
11,화북동,202003,8,1,0,81.6,1084.46,24.0,832002.29,8.29
3,화북동,202004,6,0,0,82.3,1084.46,24.0,816716.6,8.29
7,화북동,202005,9,6,0,20.6,1084.46,24.0,811036.1,8.29
6,화북동,202006,12,5,0,221.5,1084.46,24.0,817525.83,8.29
11,화북동,202007,18,2,0,184.7,1084.46,24.0,833581.77,8.29
5,화북동,202008,9,0,0,140.4,1084.46,24.0,812778.87,8.29
14,화북동,202009,14,1,0,400.5,1084.46,24.0,814717.93,8.29
14,화북동,202010,4,0,0,53.7,1084.46,24.0,822392.13,8.29
8,화북동,202011,7,0,0,28.2,1084.46,24.0,861654.47,8.29
7,화북동,202012,6,0,5,29.5,1084.46,24.0,879009.03,8.29
1,효돈동,201801,13,12,0,63.7,8.06,7.0,131085.77,6.6
1,효돈동,201802,9,8,0,10.5,8.06,7.0,130148.57,6.6
1,효돈동,201803,11,0,0,151.6,8.06,7.0,115277.74,6.6
1,효돈동,201804,10,1,0,312.0,8.06,7.0,116321.47,6.6
2,효돈동,201805,18,0,0,356.1,8.06,7.0,118403.81,6.6
2,효돈동,201806,12,0,0,304.3,8.06,7.0,116938.33,6.6
2,효돈동,201807,7,0,0,23.2,8.06,7.0,120714.74,6.6
3,효돈동,201808,7,2,0,159.6,8.06,7.0,121284.74,6.6
2,효돈동,201809,16,0,0,473.8,8.06,7.0,119134.97,6.6
2,효돈동,201810,7,0,0,210.2,8.06,7.0,115838.74,6.6
2,효돈동,201811,9,0,0,55.6,8.06,7.0,119180.43,6.6
3,효돈동,201812,10,0,2,45.6,8.06,7.0,125952.87,6.6
11,효돈동,201901,7,1,0,21.7,13.12,7.0,127933.87,6.6
2,효돈동,201902,8,0,0,37.7,13.12,7.0,124818.21,6.6
1,효돈동,201903,10,0,0,64.8,13.12,7.0,112018.29,6.6
1,효돈동,201904,8,3,0,89.2,13.12,7.0,111421.23,6.6
4,효돈동,201905,7,1,0,376.7,13.12,7.0,113549.94,6.6
4,효돈동,201906,9,3,0,189.1,13.12,7.0,116247.97,6.6
4,효돈동,201907,16,8,0,452.1,13.12,7.0,120521.81,6.6
1,효돈동,201908,11,0,0,317.3,13.12,7.0,122741.13,6.6
6,효돈동,201909,17,0,0,394.9,13.12,7.0,120178.5,6.6
1,효돈동,201910,7,0,0,150.6,13.12,7.0,120113.39,6.6
2,효돈동,201911,7,0,0,31.3,13.12,7.0,124606.5,6.6
2,효돈동,201912,7,0,0,84.9,13.12,7.0,135219.97,6.6
6,효돈동,202001,10,0,0,110.1,358.69,7.0,144199.16,6.6
1,효돈동,202002,10,0,3,95.5,358.69,7.0,126717.28,6.6
2,효돈동,202003,8,2,0,132.2,358.69,7.0,125926.42,6.6
3,효돈동,202004,5,0,0,81.8,358.69,7.0,121476.4,6.6
4,효돈동,202005,11,8,0,244.0,358.69,7.0,124205.94,6.6
2,효돈동,202006,13,11,0,406.1,358.69,7.0,125011.2,6.6
1,효돈동,202007,20,10,0,322.0,358.69,7.0,128403.9,6.6
3,효돈동,202008,10,1,0,159.2,358.69,7.0,133238.68,6.6
1,효돈동,202009,14,1,0,424.9,358.69,7.0,129562.5,6.6
8,효돈동,202010,4,0,0,39.2,358.69,7.0,135584.61,6.6
3,효돈동,202011,7,0,0,11.7,358.69,7.0,140783.97,6.6
0,효돈동,202012,5,0,2,62.9,358.69,7.0,140786.1,6.6
